InitialBasket	SecondBasket	TotalFrequency	Support	Confidence	Lift
Whole Lotta Love (Medley)	Midnight	1	0.05	100	19.84
Whole Lotta Love (Medley)	Onibusfobia	1	0.05	100	19.84
Whole Lotta Love (Medley)	Papelão	1	0.05	100	19.84
Whole Lotta Love (Medley)	Ram It Down	1	0.05	100	19.84
Whole Lotta Love (Medley)	Rock And Roll All Nite	1	0.05	100	19.84
Whole Lotta Love (Medley)	Rollover D.J.	1	0.05	100	19.84
Whole Lotta Love (Medley)	Sure Know Something	1	0.05	100	9.92
Whole Lotta Love (Medley)	Vou Pra Ai	1	0.05	100	19.84
Why Go	Animal	1	0.05	100	9.92
Why Go	Be Mine	1	0.05	100	19.84
Why Go	Bossa	1	0.05	100	19.84
Why Go	Get Down, Make Love	1	0.05	100	19.84
Why Go	Get Up	1	0.05	100	19.84
Why Go	Green Disease	1	0.05	100	19.84
Why Go	Leash	1	0.05	100	19.84
Why Go	Nega Do Cabelo Duro	1	0.05	100	19.84
Why Go	Seven Seas Of Rhye	1	0.05	100	19.84
Why Go	The Great Gig In The Sky	1	0.05	100	19.84
Why Go	Untitled	1	0.05	100	9.92
Why Go	Wanted Dread And Alive	1	0.05	100	19.84
Wild Hearted Son	Back Door Man	1	0.05	100	19.84
Wild Hearted Son	Black Moon Creeping	1	0.05	100	19.84
Wild Hearted Son	Corinna	1	0.05	100	19.84
Wild Hearted Son	Don't Stand so Close to Me	1	0.05	100	19.84
Wild Hearted Son	Love Is Strong	1	0.05	100	19.84
Wild Hearted Son	Message in a Bottle (new classic rock mix)	1	0.05	100	19.84
Wild Hearted Son	Paint It Black	1	0.05	100	9.92
Wild Hearted Son	Sweethearts Together	1	0.05	100	19.84
Wild Hearted Son	War (The Process)	1	0.05	100	19.84
Wild Hearted Son	White Riot	1	0.05	100	19.84
Wild Side	Been A Son	1	0.05	100	19.84
Wild Side	Breed	1	0.05	100	19.84
Wild Side	Denúncia	1	0.05	100	19.84
Wild Side	Folhas Secas	1	0.05	100	19.84
Wild Side	Já Foi	1	0.05	100	9.92
Wild Side	Luis Inacio (300 Picaretas)	1	0.05	100	19.84
Wild Side	Menino De Rua	1	0.05	100	19.84
Wild Side	Nebulosa Do Amor	1	0.05	100	19.84
Wild Side	O Trem Da Juventude	1	0.05	100	19.84
Wild Side	Please Don't Touch	1	0.05	100	19.84
Wild Side	Primal Scream	1	0.05	100	19.84
Wild Side	Selvagem	1	0.05	100	9.92
Wild Side	Territorial Pissings	1	0.05	100	19.84
Wildest Dreams	05 - Phantom of the Opera	1	0.05	100	19.84
Wildest Dreams	Aces High	1	0.05	100	19.84
Wildest Dreams	Age Of Innocence	1	0.05	100	19.84
Wildest Dreams	Chains Of Misery	1	0.05	100	19.84
Wildest Dreams	From Here To Eternity	1	0.05	100	19.84
Wildest Dreams	Genghis Khan	1	0.05	100	19.84
Wildest Dreams	Ghost Of The Navigator	1	0.05	100	9.92
Wildest Dreams	Heaven Can Wait	1	0.05	100	6.61
Wildest Dreams	Holy Smoke	1	0.05	100	19.84
Wildest Dreams	Running Free	1	0.05	100	19.84
Wildest Dreams	The Trooper	1	0.05	100	4.96
Wildest Dreams	The Wicker Man	1	0.05	100	9.92
Wildest Dreams	Where Eagles Dare	1	0.05	100	9.92
Winterlong	Blissed & Gone	1	0.05	100	19.84
With Or Without You	Bullet The Blue Sky	1	0.05	100	19.84
With Or Without You	Hawkmoon 269	1	0.05	100	19.84
With Or Without You	Silver And Gold	1	0.05	100	19.84
With Or Without You	Wake Up Dead Man	1	0.05	100	19.84
With Or Without You	When Love Comes To Town	1	0.05	100	9.92
Woman Is The Nigger Of The World (Ao Vivo)	Born To Move	1	0.05	100	19.84
Woman Is The Nigger Of The World (Ao Vivo)	Brasil	1	0.05	100	9.92
Woman Is The Nigger Of The World (Ao Vivo)	Coroné Antonio Bento	1	0.05	100	19.84
Woman Is The Nigger Of The World (Ao Vivo)	Música Urbana 2	1	0.05	100	19.84
Woman Is The Nigger Of The World (Ao Vivo)	Smells Like Teen Spirit (Ao Vivo)	1	0.05	100	19.84
Women In Uniform	Corduroy	1	0.05	100	19.84
Women In Uniform	Heart In Your Hand	1	0.05	100	19.84
Women In Uniform	Iron Man	1	0.05	100	19.84
Women In Uniform	MFC	1	0.05	100	19.84
Women In Uniform	Miss Sarajevo	1	0.05	100	19.84
Women In Uniform	Shining In The Light	1	0.05	100	19.84
Women In Uniform	Theme From The Swan	1	0.05	100	19.84
Women In Uniform	United Colours	1	0.05	100	19.84
Won't Get Fooled Again (Full Length Version)	5.15	1	0.05	100	19.84
Won't Get Fooled Again (Full Length Version)	Squeeze Box	1	0.05	100	19.84
Wonderful Tonight	Knockin On Heavens Door	1	0.05	100	19.84
Woodpecker From Mars	Cuckoo For Caca	1	0.05	100	19.84
Woodpecker From Mars	Falling To Pieces	1	0.05	100	19.84
Woodpecker From Mars	Kindergarten	1	0.05	100	19.84
Woodpecker From Mars	Stripsearch	1	0.05	100	19.84
World Wide Suicide	Beach Sequence	1	0.05	100	19.84
World Wide Suicide	Big Wave	1	0.05	100	19.84
World Wide Suicide	Can't Keep	1	0.05	100	19.84
World Wide Suicide	Iron Maiden	1	0.05	100	6.61
World Wide Suicide	Murders In The Rue Morgue	1	0.05	100	19.84
World Wide Suicide	Nothingman	1	0.05	100	19.84
World Wide Suicide	Plot 180	1	0.05	100	19.84
World Wide Suicide	Untitled	1	0.05	100	9.92
Wrathchild	04 - Running Free	1	0.05	50	9.92
Wrathchild	2 Minutes To Midnight	1	0.05	50	3.31
Wrathchild	Another Life	1	0.05	50	9.92
Wrathchild	Face In The Sand	1	0.05	50	9.92
Wrathchild	Ghost Of The Navigator	1	0.05	50	4.96
Wrathchild	Intro	1	0.05	50	4.96
Wrathchild	Magnetic Ocean	1	0.05	50	9.92
Wrathchild	Run To The Hills	1	0.05	50	4.96
Wrathchild	She Wears Black	1	0.05	50	9.92
Wrathchild	The Fugitive	1	0.05	50	9.92
Wrathchild	The Wicker Man	1	0.05	50	4.96
Wrathchild	Where Eagles Dare	1	0.05	50	4.96
Wrote A Song For Everyone	Good Golly Miss Molly	1	0.05	100	9.92
X-9 2001	Carolina Hard-Core Ecstasy	1	0.05	100	19.84
X-9 2001	Communication Breakdown(2)	1	0.05	100	19.84
X-9 2001	Doutor	1	0.05	100	19.84
X-9 2001	Interlude Zumbi	1	0.05	100	19.84
X-9 2001	Ipiranga 2001	1	0.05	100	19.84
X-9 2001	Podes Crer	1	0.05	100	19.84
X-9 2001	Reggae Tchan	1	0.05	100	19.84
X-9 2001	Rios Pontes & Overdrives	1	0.05	100	19.84
X-9 2001	TriboTchan	1	0.05	100	19.84
Xanadu	Parallel Universe	1	0.05	100	19.84
Xanadu	Porcelain	1	0.05	100	19.84
Xanadu	Right On Time	1	0.05	100	19.84
Xanadu	Suck My Kiss	1	0.05	100	19.84
Xanadu	Tear	1	0.05	100	19.84
Xanadu	The Zephyr Song	1	0.05	100	19.84
Xanadu	They're Red Hot	1	0.05	100	19.84
Xanadu	Under The Bridge	1	0.05	100	19.84
Xote Dos Milagres	Epic	1	0.05	100	19.84
Xote Dos Milagres	Free Me	1	0.05	100	19.84
Xote Dos Milagres	In Your Honor	1	0.05	100	19.84
Xote Dos Milagres	King For A Day	1	0.05	100	9.92
Xote Dos Milagres	Midnight Cowboy	1	0.05	100	19.84
Xote Dos Milagres	Principiando/Decolagem	1	0.05	100	19.84
Xote Dos Milagres	Star A.D.	1	0.05	100	19.84
Xote Dos Milagres	The Morning After	1	0.05	100	19.84
Yahweh	One Step Closer	1	0.05	100	19.84
Year to the Day	Big Machine	1	0.05	100	19.84
Year to the Day	Dancing In The Street	1	0.05	100	19.84
Year to the Day	Eruption	2	0.1	200	19.84
Year to the Day	Feel Your Love Tonight	1	0.05	100	19.84
Year to the Day	Jump	1	0.05	100	19.84
Year to the Day	One I Want	1	0.05	100	19.84
Year to the Day	Right Now	1	0.05	100	19.84
Yesterday To Tomorrow	A Statistic	1	0.05	100	19.84
Yesterday To Tomorrow	All For You	1	0.05	100	19.84
Yesterday To Tomorrow	C'Mon Everybody	1	0.05	100	19.84
Yesterday To Tomorrow	Falando De Amor	1	0.05	100	19.84
Yesterday To Tomorrow	Like a Stone	1	0.05	100	19.84
Yesterday To Tomorrow	N.I.B.	1	0.05	100	19.84
Yesterday To Tomorrow	Real Thing	1	0.05	100	19.84
Yesterday To Tomorrow	Sea Of Sorrow	1	0.05	100	19.84
Yesterday To Tomorrow	Snowblind	1	0.05	100	19.84
Yesterday To Tomorrow	"Spanish moss-""A sound portrait""-Spanish moss"	1	0.05	100	19.84
Yesterday To Tomorrow	The Begining... At Last	1	0.05	100	19.84
Yesterday To Tomorrow	The Last Remaining Light	1	0.05	100	19.84
Yesterday To Tomorrow	The Unforgiven	1	0.05	100	9.92
Yesterdays	Breakdown	1	0.05	100	19.84
Yesterdays	Colibri	1	0.05	100	19.84
Yesterdays	Estranged	1	0.05	100	19.84
Yesterdays	L'Arc En Ciel De Miles	1	0.05	100	19.84
Yesterdays	Millenium	1	0.05	100	19.84
You Ain't the First	14 Years	1	0.05	100	19.84
You Ain't the First	American Idiot	1	0.05	100	19.84
You Ain't the First	Paradise City	1	0.05	100	19.84
You Ain't the First	Pretty Tied Up	1	0.05	100	19.84
You Are The Everything	Flash	1	0.05	100	19.84
You Are The Everything	Me In Honey	1	0.05	100	19.84
You Are The Everything	Spread Your Wings	1	0.05	100	19.84
You Are The Everything	We Will Rock You	1	0.05	100	19.84
You Are The Everything	Who Needs You	1	0.05	100	19.84
You Better You Bet	Anyway, Anyhow, Anywhere	1	0.05	100	19.84
You Better You Bet	Can't Stand Losing You	1	0.05	100	19.84
You Better You Bet	Get Off Of My Cloud	1	0.05	100	19.84
You Better You Bet	Gimmie Shelters	1	0.05	100	19.84
You Better You Bet	Gyroscope	1	0.05	100	19.84
You Better You Bet	Heaven Coming Down	1	0.05	100	19.84
You Better You Bet	King Of Pain	1	0.05	100	19.84
You Better You Bet	Música No Ar	1	0.05	100	19.84
You Better You Bet	Out Of Tears	1	0.05	100	19.84
You Better You Bet	Pinball Wizard	1	0.05	100	19.84
You Better You Bet	Thief In The Night	1	0.05	100	19.84
You Better You Bet	Você	1	0.05	100	19.84
You Better You Bet	Walking Wounded	1	0.05	100	19.84
You Can't Do it Right (With the One You Love)	A Touch Away	1	0.05	100	19.84
You Can't Do it Right (With the One You Love)	Hush	1	0.05	100	19.84
You Can't Do it Right (With the One You Love)	I Need Love	1	0.05	100	19.84
You Can't Do it Right (With the One You Love)	Into The Fire	1	0.05	100	19.84
You Can't Do it Right (With the One You Love)	Love Conquers All	1	0.05	100	19.84
You Can't Do it Right (With the One You Love)	No One Came	1	0.05	100	19.84
You Can't Do it Right (With the One You Love)	Oceano	1	0.05	100	19.84
You Can't Do it Right (With the One You Love)	Outbreak	1	0.05	100	19.84
You Can't Do it Right (With the One You Love)	Ramshackle Man	1	0.05	100	19.84
You Can't Do it Right (With the One You Love)	Rock Of Ages	1	0.05	100	19.84
You Can't Do it Right (With the One You Love)	Space Truckin'	1	0.05	100	19.84
You Can't Do it Right (With the One You Love)	Two Steps Behind [Acoustic Version]	1	0.05	100	19.84
You Could Be Mine	2 Minutes To Midnight	1	0.05	100	6.61
You Could Be Mine	Brighter Than a Thousand Suns	1	0.05	100	19.84
You Could Be Mine	Deep Waters	1	0.05	100	19.84
You Could Be Mine	Lord of Light	1	0.05	100	19.84
You Could Be Mine	Shotgun Blues	1	0.05	100	19.84
You Could Be Mine	Thinking 'Bout Tomorrow	1	0.05	100	19.84
You Could Be Mine	Transylvania	1	0.05	100	19.84
You Could Be Mine	Wasting Love	1	0.05	100	19.84
You Fool No One	Agora Que O Dia Acordou	1	0.05	100	19.84
You Fool No One	Boogie Blues	1	0.05	100	19.84
You Fool No One	Bye Bye Blackbird	1	0.05	100	19.84
You Fool No One	Deixa	1	0.05	100	19.84
You Fool No One	Don't Take Your Love From Me	1	0.05	100	19.84
You Fool No One	Entre E Ouça	1	0.05	100	19.84
You Fool No One	Going Down / Highway Star	1	0.05	100	19.84
You Fool No One	Maria Maria	1	0.05	100	19.84
You Fool No One	Nefertiti	1	0.05	100	19.84
You Fool No One	Onde Anda Você	1	0.05	100	19.84
You Fool No One	Posso Perder Minha Mulher, Minha Mãe, Desde Que Eu Tenha O Rock And Roll	1	0.05	100	19.84
You Fool No One	Tradição	1	0.05	100	19.84
You Fool No One	Viradouro	1	0.05	100	19.84
You Got Me Rocking	As Tears Go By	1	0.05	50	9.92
You Got Me Rocking	Babylon	1	0.05	50	9.92
You Got Me Rocking	Boris The Spider	1	0.05	50	9.92
You Got Me Rocking	De Do Do Do, De Da Da Da	1	0.05	50	9.92
You Got Me Rocking	Every Breath You Take	1	0.05	50	9.92
You Got Me Rocking	I Looked At You	1	0.05	50	9.92
You Got Me Rocking	Let's See Action	1	0.05	50	9.92
You Got Me Rocking	Life Line	1	0.05	50	9.92
You Got Me Rocking	Lil' Evil	1	0.05	50	9.92
You Got Me Rocking	Love	1	0.05	50	9.92
You Got Me Rocking	Love Removal Machine	1	0.05	50	9.92
You Got Me Rocking	Mean Disposition	1	0.05	50	9.92
You Got Me Rocking	Moon Is Up	1	0.05	50	9.92
You Got Me Rocking	Nico	1	0.05	50	9.92
You Got Me Rocking	Psychopomp	1	0.05	50	9.92
You Got Me Rocking	Release	1	0.05	50	4.96
You Got Me Rocking	Respectable	1	0.05	50	9.92
You Got Me Rocking	Roxanne	1	0.05	50	9.92
You Got Me Rocking	Saint Of Me	1	0.05	50	9.92
You Got Me Rocking	Sister Awake	1	0.05	50	9.92
You Got Me Rocking	Suck On The Jugular	1	0.05	50	9.92
You Got Me Rocking	Sweet Soul Sister	1	0.05	50	9.92
You Got Me Rocking	The Crystal Ship	1	0.05	50	9.92
You Got Me Rocking	This Is Radio Clash	1	0.05	50	9.92
You Got Me Rocking	Time Is On My Side	1	0.05	50	9.92
You Got Me Rocking	Under My Thumb	1	0.05	50	9.92
You Keep On Moving	King Of Dreams	1	0.05	100	19.84
You Keep On Moving	Metrô. Linha 743	1	0.05	100	19.84
You Keep On Moving	Nobody's Home	1	0.05	100	19.84
You Keep On Moving	One Man's Meat	1	0.05	100	19.84
You Keep On Moving	Otay	1	0.05	100	19.84
You Keep On Moving	Palavras Ao Vento	1	0.05	100	19.84
You Keep On Moving	Sometimes I Feel Like Screaming	1	0.05	100	19.84
You Keep On Moving	Stormbringer	1	0.05	100	9.92
You Keep On Moving	The Battle Rages On	1	0.05	100	19.84
You Keep On Moving	When Love & Hate Collide	1	0.05	100	19.84
You Know I'm No Good	Me & Mr. Jones	1	0.05	100	19.84
You Know I'm No Good (feat. Ghostface Killah)	F**k Me Pumps	1	0.05	100	19.84
You Know I'm No Good (feat. Ghostface Killah)	Intro / Stronger Than Me	1	0.05	100	19.84
You Know I'm No Good (feat. Ghostface Killah)	Some Unholy War	1	0.05	100	19.84
You Learn	All I Really Want	1	0.05	100	19.84
You Learn	Pini Di Roma (Pinien Von Rom) \ I Pini Della Via Appia	1	0.05	100	19.84
You Learn	Spellbound	1	0.05	100	19.84
You Learn	What It Takes	1	0.05	100	19.84
You Oughta Know	Amazing	1	0.05	100	19.84
You Oughta Know	Blood In The Wall	1	0.05	100	19.84
You Oughta Know	Bored To Tears	1	0.05	100	19.84
You Oughta Know	Carol	1	0.05	100	19.84
You Oughta Know	Doesn't Remind Me	1	0.05	100	19.84
You Oughta Know	Exploder	1	0.05	100	19.84
You Oughta Know	It Ain't Like That	1	0.05	100	19.84
You Oughta Know	Money	1	0.05	100	19.84
You Oughta Know	O Boto (Bôto)	1	0.05	100	19.84
You Oughta Know	Solo-Panhandler	1	0.05	100	19.84
You Really Got Me	Ain't Talkin' 'bout Love	1	0.05	100	19.84
You Really Got Me	Bring Me Your Cup	1	0.05	100	19.84
You Really Got Me	Can't Stop Loving You	1	0.05	100	19.84
You Really Got Me	Hang 'Em High	1	0.05	100	19.84
You Really Got Me	Homely Girl	1	0.05	100	19.84
You Really Got Me	Little Guitars (Intro)	1	0.05	100	19.84
You Really Got Me	Panama	1	0.05	100	19.84
You Really Got Me	The First Time	1	0.05	100	19.84
You Shook Me	Celebration Day	1	0.05	100	9.92
You Shook Me	Night Flight	1	0.05	100	19.84
You Shook Me	Rock & Roll	1	0.05	100	9.92
You Shook Me	Stairway To Heaven	1	0.05	100	6.61
You Shook Me(2)	All Star	1	0.05	100	19.84
You Shook Me(2)	Bumbo Da Mangueira	1	0.05	100	19.84
You Shook Me(2)	Dazed and Confused	1	0.05	100	9.92
You Shook Me(2)	Die Die My Darling	1	0.05	100	19.84
You Shook Me(2)	God Of Thunder	1	0.05	100	19.84
You Shook Me(2)	I'm Going Slightly Mad	1	0.05	100	19.84
You Shook Me(2)	Lavadeira	1	0.05	100	19.84
You Shook Me(2)	Leandro De Itaquera 2001	1	0.05	100	19.84
You Shook Me(2)	Man With The Woman Head	1	0.05	100	19.84
You Shook Me(2)	Radio GA GA	1	0.05	100	19.84
You Shook Me(2)	Sure Know Something	1	0.05	100	9.92
You Shook Me(2)	Tanto Tempo	1	0.05	100	19.84
You Shook Me(2)	Vôo Sobre o Horizonte	1	0.05	100	19.84
You're Gonna Break My Hart Again	Atomic Punk	1	0.05	100	19.84
You're Gonna Break My Hart Again	Camarão que Dorme e Onda Leva	1	0.05	100	19.84
You're Gonna Break My Hart Again	Coração Em Desalinho	1	0.05	100	19.84
You're Gonna Break My Hart Again	Dirty Water Dog	1	0.05	100	19.84
You're Gonna Break My Hart Again	Do It For The Kids	1	0.05	100	19.84
You're Gonna Break My Hart Again	Email Surveillance	1	0.05	100	19.84
You're Gonna Break My Hart Again	Hot Girl	1	0.05	100	19.84
You're Gonna Break My Hart Again	Humans Being	1	0.05	100	19.84
You're Gonna Break My Hart Again	Samba Pra Endrigo	1	0.05	100	19.84
You're Gonna Break My Hart Again	Slither	1	0.05	100	9.92
You're Gonna Break My Hart Again	Still Of The Night	1	0.05	100	19.84
You're Gonna Break My Hart Again	The Hard Part	1	0.05	100	19.84
You're Gonna Break My Hart Again	Unchained	1	0.05	100	19.84
You're My Best Friend	Animal	1	0.05	100	9.92
You're My Best Friend	Be Mine	1	0.05	100	19.84
You're My Best Friend	Bossa	1	0.05	100	19.84
You're My Best Friend	Get Down, Make Love	1	0.05	100	19.84
You're My Best Friend	Get Up	1	0.05	100	19.84
You're My Best Friend	Green Disease	1	0.05	100	19.84
You're My Best Friend	Leash	1	0.05	100	19.84
You're My Best Friend	Nega Do Cabelo Duro	1	0.05	100	19.84
You're My Best Friend	Seven Seas Of Rhye	1	0.05	100	19.84
You're My Best Friend	The Great Gig In The Sky	1	0.05	100	19.84
You're My Best Friend	Untitled	1	0.05	100	9.92
You're My Best Friend	Wanted Dread And Alive	1	0.05	100	19.84
You're My Best Friend	Why Go	1	0.05	100	19.84
You've Been A Long Time Coming	A Cura	1	0.05	100	19.84
You've Been A Long Time Coming	A Menina Dança	1	0.05	100	19.84
You've Been A Long Time Coming	Abraham, Martin And John	1	0.05	100	19.84
You've Been A Long Time Coming	Aloha	1	0.05	100	19.84
You've Been A Long Time Coming	Casa	1	0.05	100	19.84
You've Been A Long Time Coming	Cérebro Eletrônico	1	0.05	100	19.84
You've Been A Long Time Coming	Everything I Need	1	0.05	100	19.84
You've Been A Long Time Coming	Heart Of Lothian: Wide Boy / Curtain Call	1	0.05	100	19.84
You've Been A Long Time Coming	I Belong To You	1	0.05	100	19.84
You've Been A Long Time Coming	Pais E Filhos	1	0.05	100	19.84
You've Been A Long Time Coming	Rock And Roll Is Dead	1	0.05	100	19.84
You've Been A Long Time Coming	Sereia	1	0.05	100	19.84
You've Been A Long Time Coming	Será	1	0.05	100	19.84
You've Got Another Thing Comin'	Always With Me, Always With You	1	0.05	100	19.84
You've Got Another Thing Comin'	Cafezinho	1	0.05	100	19.84
You've Got Another Thing Comin'	Comin' Home	1	0.05	100	9.92
You've Got Another Thing Comin'	Deeper Underground	1	0.05	100	19.84
You've Got Another Thing Comin'	Encontrar Alguém	1	0.05	100	19.84
You've Got Another Thing Comin'	Hey Joe	1	0.05	100	19.84
You've Got Another Thing Comin'	Journey To Arnhemland	1	0.05	100	19.84
You've Got Another Thing Comin'	Mama Africa	1	0.05	100	19.84
You've Got Another Thing Comin'	No Futuro	1	0.05	100	19.84
You've Got Another Thing Comin'	Planet Home	1	0.05	100	19.84
You've Got Another Thing Comin'	Radio Song	1	0.05	100	9.92
You've Got Another Thing Comin'	Red House	1	0.05	100	19.84
You've Got Another Thing Comin'	Santa Clara Clareou	1	0.05	100	19.84
Your Blue Room	1/2 Full	1	0.05	100	19.84
Your Blue Room	Any Colour You Like	1	0.05	100	19.84
Your Blue Room	Black	1	0.05	100	19.84
Your Blue Room	Cropduster	1	0.05	100	19.84
Your Blue Room	Dissident	1	0.05	100	19.84
Your Blue Room	Don't Look Back	1	0.05	100	19.84
Your Blue Room	Most High	1	0.05	100	19.84
Your Blue Room	Oceans	1	0.05	100	19.84
Your Blue Room	Pick Myself Up	1	0.05	100	19.84
Your Blue Room	Sanctuary	1	0.05	100	6.61
Your Time Has Come	Body Count Anthem	1	0.05	100	19.84
Your Time Has Come	Bowels Of The Devil	1	0.05	100	19.84
Your Time Has Come	Cornucopia	1	0.05	100	19.84
Your Time Has Come	Dandelion	1	0.05	100	19.84
Your Time Has Come	Esse Cara	1	0.05	100	19.84
Your Time Has Come	Evil Woman	1	0.05	100	19.84
Your Time Has Come	Heart Of Gold	1	0.05	100	19.84
Your Time Has Come	Jerusalem	1	0.05	100	19.84
Your Time Has Come	Meditação	1	0.05	100	19.84
Your Time Has Come	Moon germs	1	0.05	100	19.84
Your Time Has Come	Rock 'N' Roll Music	1	0.05	100	19.84
Your Time Has Come	Super Terrorizer	1	0.05	100	19.84
Your Time Has Come	When My Left Eye Jumps	1	0.05	100	19.84
Your Time Is Gonna Come	Through a Looking Glass	1	0.05	50	9.92
Zambação	Assum Preto	1	0.05	100	19.84
Zambação	Bad, Bad Leroy Brown	1	0.05	100	19.84
Zambação	Copacabana (Live)	1	0.05	100	19.84
Zambação	Divirta-Se (Saindo Da Sua)	1	0.05	100	19.84
Zambação	Is This Love (Live)	1	0.05	100	19.84
Zambação	My Hero	1	0.05	100	19.84
Zambação	My Kind Of Town	1	0.05	100	19.84
Zambação	New York, New York	1	0.05	100	19.84
Zambação	No Way Back	1	0.05	100	19.84
Zambação	Overdrive	1	0.05	100	19.84
Zambação	Razor	1	0.05	100	19.84
Zambação	Still	1	0.05	100	19.84
Zeca Violeiro	Assum Preto	1	0.05	100	19.84
Zeca Violeiro	Bad, Bad Leroy Brown	1	0.05	100	19.84
Zeca Violeiro	Copacabana (Live)	1	0.05	100	19.84
Zeca Violeiro	Divirta-Se (Saindo Da Sua)	1	0.05	100	19.84
Zeca Violeiro	Is This Love (Live)	1	0.05	100	19.84
Zeca Violeiro	My Hero	1	0.05	100	19.84
Zeca Violeiro	My Kind Of Town	1	0.05	100	19.84
Zeca Violeiro	New York, New York	1	0.05	100	19.84
Zeca Violeiro	No Way Back	1	0.05	100	19.84
Zeca Violeiro	Overdrive	1	0.05	100	19.84
Zeca Violeiro	Razor	1	0.05	100	19.84
Zeca Violeiro	Still	1	0.05	100	19.84
Zeca Violeiro	Zambação	1	0.05	100	19.84
Zither	Departure	1	0.05	100	19.84
Zither	I Remember California	1	0.05	100	19.84
Zither	Losing My Religion	1	0.05	100	19.84
Zither	New Test Leper	1	0.05	100	19.84
Zither	The Wrong Child	1	0.05	100	19.84
Zooropa	Drowning Man	1	0.05	100	19.84
Zooropa	Surrender	1	0.05	100	9.92
